GEO_ID,NAME_2010,Household_ct_2010,Mean_Income_2010,NAME_2011,Household_ct_2011,Mean_Income_2011,NAME_2012,Household_ct_2012,Mean_Income_2012,NAME_2013,Household_ct_2013,Mean_Income_2013,NAME_2014,Household_ct_2014,Mean_Income_2014,NAME_2015,Household_ct_2015,Mean_Income_2015,NAME_2016,Household_ct_2016,Mean_Income_2016,NAME_2017,Household_ct_2017,Mean_Income_2017,NAME_2018,Household_ct_2018,Mean_Income_2018,NAME_2019,Household_ct_2019,Mean_Income_2019,NAME_2021,Household_ct_2021,Mean_Income_2021,NAME_2022,Household_ct_2022,Mean_Income_2022,NAME_2023,Household_ct_2023,Mean_Income_2023
Geography,Geographic Area Name,Households!!Estimate!!Total,Households!!Estimate!!Mean income (dollars),Geographic Area Name,Households!!Estimate!!Total,Households!!Estimate!!Mean income (dollars),Geographic Area Name,Households!!Estimate!!Total,Households!!Estimate!!Mean income (dollars),Geographic Area Name,Households!!Estimate!!Total,Households!!Estimate!!Mean income (dollars),Geographic Area Name,Households!!Estimate!!Total,Households!!Estimate!!Mean income (dollars),Geographic Area Name,Households!!Estimate!!Total,Households!!Estimate!!Mean income (dollars),Geographic Area Name,Households!!Estimate!!Total,Households!!Estimate!!Mean income (dollars),Geographic Area Name,Households!!Estimate!!Total,Households!!Estimate!!Mean income (dollars),Geographic Area Name,Estimate!!Households!!Total,Estimate!!Households!!Mean income (dollars),Geographic Area Name,Estimate!!Households!!Total,Estimate!!Households!!Mean income (dollars),Geographic Area Name,Estimate!!Households!!Total,Estimate!!Households!!Mean income (dollars),Geographic Area Name,Estimate!!Households!!Total,Estimate!!Households!!Mean income (dollars),Geographic Area Name,Estimate!!Households!!Total,Estimate!!Households!!Mean income (dollars)
7950000US0100100,"PUMA 00100, Alabama",60910,49139,"PUMA 00100, Alabama",61561,49433,"Lauderdale, Colbert, Franklin & Marion (Northeast) Counties PUMA; Alabama",73756,52043,"Lauderdale, Colbert, Franklin & Marion (Northeast) Counties PUMA; Alabama",75696,51936,"Lauderdale, Colbert, Franklin & Marion (Northeast) Counties PUMA; Alabama",76673,52400,"Lauderdale, Colbert, Franklin & Marion (Northeast) Counties PUMA; Alabama",75182,57405,"Lauderdale, Colbert, Franklin & Marion (Northeast) Counties PUMA; Alabama",73861,56166,"Lauderdale, Colbert, Franklin & Marion (Northeast) Counties PUMA; Alabama",74754,58011,"Lauderdale, Colbert, Franklin & Marion (Northeast) Counties PUMA; Alabama",73731,64871,"Lauderdale, Colbert, Franklin & Marion (Northeast) Counties PUMA; Alabama",75025,61347,"Lauderdale, Colbert, Franklin & Marion (Northeast) Counties PUMA; Alabama",75352,65347,,,,,,
7950000US0100200,"PUMA 00200, Alabama",72454,64633,"PUMA 00200, Alabama",73753,65141,"Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest) PUMA, Alabama",66230,68557,"Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest) PUMA, Alabama",67746,75369,"Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest) PUMA, Alabama",67856,78591,"Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest) PUMA, Alabama",66648,74451,"Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest) PUMA, Alabama",70657,78085,"Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest) PUMA, Alabama",70673,82893,"Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest) PUMA, Alabama",72460,83860,"Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest) PUMA, Alabama",71932,91029,"Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest) PUMA, Alabama",82547,108956,,,,,,
7950000US0100300,"PUMA 00300, Alabama",88308,79413,"PUMA 00300, Alabama",92068,78277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7950000US0100400,"PUMA 00400, Alabama",47386,47768,"PUMA 00400, Alabama",49411,49226,"DeKalb & Jackson Counties PUMA, Alabama",42437,48871,"DeKalb & Jackson Counties PUMA, Alabama",41178,47627,"DeKalb & Jackson Counties PUMA, Alabama",44174,47154,"DeKalb & Jackson Counties PUMA, Alabama",47802,48279,"DeKalb & Jackson Counties PUMA, Alabama",45741,50295,"DeKalb & Jackson Counties PUMA, Alabama",46448,56226,"DeKalb & Jackson Counties PUMA, Alabama",47149,56046,"DeKalb & Jackson Counties PUMA, Alabama",44897,56717,"DeKalb & Jackson Counties PUMA, Alabama",46220,64745,,,,,,
7950000US0100500,"PUMA 00500, Alabama",73455,48636,"PUMA 00500, Alabama",75023,52846,"Marshall & Madison (Southeast) Counties--Huntsville City (Far Southeast) PUMA, Alabama",43476,65994,"Marshall & Madison (Southeast) Counties--Huntsville City (Far Southeast) PUMA, Alabama",42369,61446,"Marshall & Madison (Southeast) Counties--Huntsville City (Far Southeast) PUMA, Alabama",45331,63829,"Marshall & Madison (Southeast) Counties--Huntsville City (Far Southeast) PUMA, Alabama",44200,75834,"Marshall & Madison (Southeast) Counties--Huntsville City (Far Southeast) PUMA, Alabama",45905,73560,"Marshall & Madison (Southeast) Counties--Huntsville City (Far Southeast) PUMA, Alabama",44484,69025,"Marshall & Madison (Southeast) Counties--Huntsville City (Far Southeast) PUMA, Alabama",48005,75025,"Marshall & Madison (Southeast) Counties--Huntsville City (Far Southeast) PUMA, Alabama",48510,73782,"Marshall & Madison (Southeast) Counties--Huntsville City (Far Southeast) PUMA, Alabama",51773,95810,,,,,,
7950000US0100600,"PUMA 00600, Alabama",57902,54887,"PUMA 00600, Alabama",58755,59950,"Morgan & Lawrence Counties--Decatur City PUMA, Alabama",59790,55068,"Morgan & Lawrence Counties--Decatur City PUMA, Alabama",60129,56042,"Morgan & Lawrence Counties--Decatur City PUMA, Alabama",58351,58085,"Morgan & Lawrence Counties--Decatur City PUMA, Alabama",60697,60268,"Morgan & Lawrence Counties--Decatur City PUMA, Alabama",57753,58555,"Morgan & Lawrence Counties--Decatur City PUMA, Alabama",56691,61490,"Morgan & Lawrence Counties--Decatur City PUMA, Alabama",57863,67720,"Morgan & Lawrence Counties--Decatur City PUMA, Alabama",59315,71479,"Morgan & Lawrence Counties--Decatur City PUMA, Alabama",60796,74705,,,,,,
7950000US0100700,"PUMA 00700, Alabama",51038,42102,"PUMA 00700, Alabama",52795,41478,"Cullman & Winston Counties PUMA, Alabama",40733,47162,"Cullman & Winston Counties PUMA, Alabama",41254,52070,"Cullman & Winston Counties PUMA, Alabama",39633,49940,"Cullman & Winston Counties PUMA, Alabama",39474,50647,"Cullman & Winston Counties PUMA, Alabama",39104,52790,"Cullman & Winston Counties PUMA, Alabama",39718,54976,"Cullman & Winston Counties PUMA, Alabama",38846,64468,"Cullman & Winston Counties PUMA, Alabama",42202,59674,"Cullman & Winston Counties PUMA, Alabama",43170,72066,,,,,,
7950000US0100800,"PUMA 00800, Alabama",77386,54522,"PUMA 00800, Alabama",80979,51759,"St. Clair & Blount Counties PUMA, Alabama",53386,58097,"St. Clair & Blount Counties PUMA, Alabama",52536,60781,"St. Clair & Blount Counties PUMA, Alabama",52619,57165,"St. Clair & Blount Counties PUMA, Alabama",51827,62073,"St. Clair & Blount Counties PUMA, Alabama",51962,62759,"St. Clair & Blount Counties PUMA, Alabama",53587,60853,"St. Clair & Blount Counties PUMA, Alabama",50931,65377,"St. Clair & Blount Counties PUMA, Alabama",54977,76884,"St. Clair & Blount Counties PUMA, Alabama",55038,76540,,,,,,
7950000US0100901,"PUMA 00901, Alabama",37854,45746,"PUMA 00901, Alabama",39623,47376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7950000US0100902,"PUMA 00902, Alabama",42759,33731,"PUMA 00902, Alabama",38844,33593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7950000US0100903,"PUMA 00903, Alabama",65614,88048,"PUMA 00903, Alabama",66349,101945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7950000US0100904,"PUMA 00904, Alabama",70029,59341,"PUMA 00904, Alabama",70112,59470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7950000US0100905,"PUMA 00905, Alabama",40963,58342,"PUMA 00905, Alabama",40131,57441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7950000US0101000,"PUMA 01000, Alabama",39731,46442,"PUMA 01000, Alabama",40443,47640,"Talladega, Cherokee, Randolph, Cleburne & Clay Counties PUMA; Alabama",63732,48189,"Talladega, Cherokee, Randolph, Cleburne & Clay Counties PUMA; Alabama",62058,47988,"Talladega, Cherokee, Randolph, Cleburne & Clay Counties PUMA; Alabama",62147,47864,"Talladega, Cherokee, Randolph, Cleburne & Clay Counties PUMA; Alabama",62845,50879,"Talladega, Cherokee, Randolph, Cleburne & Clay Counties PUMA; Alabama",62266,52444,"Talladega, Cherokee, Randolph, Cleburne & Clay Counties PUMA; Alabama",63059,57787,"Talladega, Cherokee, Randolph, Cleburne & Clay Counties PUMA; Alabama",58554,54967,"Talladega, Cherokee, Randolph, Cleburne & Clay Counties PUMA; Alabama",61930,60202,"Talladega, Cherokee, Randolph, Cleburne & Clay Counties PUMA; Alabama",64342,60449,,,,,,
7950000US0101100,"PUMA 01100, Alabama",60880,45159,"PUMA 01100, Alabama",62050,42825,"Calhoun County PUMA, Alabama",45986,51617,"Calhoun County PUMA, Alabama",43851,48969,"Calhoun County PUMA, Alabama",46087,52858,"Calhoun County PUMA, Alabama",44323,53327,"Calhoun County PUMA, Alabama",43972,58992,"Calhoun County PUMA, Alabama",44507,65315,"Calhoun County PUMA, Alabama",44264,61117,"Calhoun County PUMA, Alabama",44636,61137,"Calhoun County PUMA, Alabama",44631,59140,,,,,,
7950000US0101200,"PUMA 01200, Alabama",45862,48098,"PUMA 01200, Alabama",44722,49969,"Shelby County PUMA, Alabama",75058,83281,"Shelby County PUMA, Alabama",73694,86192,"Shelby County PUMA, Alabama",75714,84983,"Shelby County PUMA, Alabama",76798,92323,"Shelby County PUMA, Alabama",76059,91136,"Shelby County PUMA, Alabama",78666,92753,"Shelby County PUMA, Alabama",80944,96481,"Shelby County PUMA, Alabama",84048,101601,"Shelby County PUMA, Alabama",86970,110271,,,,,,
7950000US0101300,"PUMA 01300, Alabama",72588,80078,"PUMA 01300, Alabama",74648,81550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7950000US0101400,"PUMA 01400, Alabama",66583,59593,"PUMA 01400, Alabama",67669,57817,"Walker, Marion (South & West), Fayette & Lamar Counties PUMA; Alabama",49276,48097,"Walker, Marion (South & West), Fayette & Lamar Counties PUMA; Alabama",48509,49072,"Walker, Marion (South & West), Fayette & Lamar Counties PUMA; Alabama",46780,47560,"Walker, Marion (South & West), Fayette & Lamar Counties PUMA; Alabama",46814,50131,"Walker, Marion (South & West), Fayette & Lamar Counties PUMA; Alabama",44870,50649,"Walker, Marion (South & West), Fayette & Lamar Counties PUMA; Alabama",47171,54598,"Walker, Marion (South & West), Fayette & Lamar Counties PUMA; Alabama",45886,56082,"Walker, Marion (South & West), Fayette & Lamar Counties PUMA; Alabama",45642,57255,"Walker, Marion (South & West), Fayette & Lamar Counties PUMA; Alabama",43675,56702,,,,,,
7950000US0101500,"PUMA 01500, Alabama",47400,39924,"PUMA 01500, Alabama",45340,42478,"Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West) PUMA, Alabama",36824,63627,"Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West) PUMA, Alabama",35492,67637,"Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West) PUMA, Alabama",34866,63684,"Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West) PUMA, Alabama",37333,70345,"Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West) PUMA, Alabama",37092,74746,"Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West) PUMA, Alabama",35612,79882,"Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West) PUMA, Alabama",37912,76114,"Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West) PUMA, Alabama",38670,72455,"Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West) PUMA, Alabama",46845,94052,,,,,,
7950000US0101600,"PUMA 01600, Alabama",48898,45231,"PUMA 01600, Alabama",50553,50277,"Tuscaloosa & Northport (Southeast) Cities PUMA, Alabama",38382,49131,"Tuscaloosa & Northport (Southeast) Cities PUMA, Alabama",40528,49623,"Tuscaloosa & Northport (Southeast) Cities PUMA, Alabama",40172,58319,"Tuscaloosa & Northport (Southeast) Cities PUMA, Alabama",40960,57808,"Tuscaloosa & Northport (Southeast) Cities PUMA, Alabama",44004,56753,"Tuscaloosa & Northport (Southeast) Cities PUMA, Alabama",43336,57237,"Tuscaloosa & Northport (Southeast) Cities PUMA, Alabama",43226,65096,"Tuscaloosa & Northport (Southeast) Cities PUMA, Alabama",43454,70704,"Tuscaloosa & Northport (Southeast) Cities PUMA, Alabama",47112,63318,,,,,,
7950000US0101700,"PUMA 01700, Alabama",55073,53613,"PUMA 01700, Alabama",56087,55117,"Dallas, Bibb, Marengo, Hale, Sumter, Perry & Greene Counties PUMA; Alabama",48853,40270,"Dallas, Bibb, Marengo, Hale, Sumter, Perry & Greene Counties PUMA; Alabama",47981,46375,"Dallas, Bibb, Marengo, Hale, Sumter, Perry & Greene Counties PUMA; Alabama",50384,41906,"Dallas, Bibb, Marengo, Hale, Sumter, Perry & Greene Counties PUMA; Alabama",49087,44254,"Dallas, Bibb, Marengo, Hale, Sumter, Perry & Greene Counties PUMA; Alabama",47629,41496,"Dallas, Bibb, Marengo, Hale, Sumter, Perry & Greene Counties PUMA; Alabama",45506,46171,"Dallas, Bibb, Marengo, Hale, Sumter, Perry & Greene Counties PUMA; Alabama",46449,46558,"Dallas, Bibb, Marengo, Hale, Sumter, Perry & Greene Counties PUMA; Alabama",47108,50636,"Dallas, Bibb, Marengo, Hale, Sumter, Perry & Greene Counties PUMA; Alabama",47855,49060,,,,,,
7950000US0101800,"PUMA 01800, Alabama",73252,43000,"PUMA 01800, Alabama",76731,44833,"Chilton, Tallapoosa, Chambers & Coosa Counties PUMA; Alabama",50616,48167,"Chilton, Tallapoosa, Chambers & Coosa Counties PUMA; Alabama",50283,50464,"Chilton, Tallapoosa, Chambers & Coosa Counties PUMA; Alabama",50299,54472,"Chilton, Tallapoosa, Chambers & Coosa Counties PUMA; Alabama",49760,48869,"Chilton, Tallapoosa, Chambers & Coosa Counties PUMA; Alabama",51411,56402,"Chilton, Tallapoosa, Chambers & Coosa Counties PUMA; Alabama",49507,59035,"Chilton, Tallapoosa, Chambers & Coosa Counties PUMA; Alabama",48623,60575,"Chilton, Tallapoosa, Chambers & Coosa Counties PUMA; Alabama",50247,60390,"Chilton, Tallapoosa, Chambers & Coosa Counties PUMA; Alabama",49502,66948,,,,,,
7950000US0101900,"PUMA 01900, Alabama",79399,58062,"PUMA 01900, Alabama",78511,57392,"Lee County--Auburn City PUMA, Alabama",55520,57409,"Lee County--Auburn City PUMA, Alabama",56840,64697,"Lee County--Auburn City PUMA, Alabama",57880,63553,"Lee County--Auburn City PUMA, Alabama",58191,62399,"Lee County--Auburn City PUMA, Alabama",59354,64562,"Lee County--Auburn City PUMA, Alabama",58555,69475,"Lee County--Auburn City PUMA, Alabama",59336,73270,"Lee County--Auburn City PUMA, Alabama",64448,78000,"Lee County--Auburn City PUMA, Alabama",67358,73327,,,,,,
7950000US0102000,"PUMA 02000, Alabama",57621,65895,"PUMA 02000, Alabama",56227,64454,"Montgomery City & Pike Road Town (North) PUMA, Alabama",77957,56412,"Montgomery City & Pike Road Town (North) PUMA, Alabama",75856,61944,"Montgomery City & Pike Road Town (North) PUMA, Alabama",76237,58424,"Montgomery City & Pike Road Town (North) PUMA, Alabama",78460,60701,"Montgomery City & Pike Road Town (North) PUMA, Alabama",79330,64577,"Montgomery City & Pike Road Town (North) PUMA, Alabama",76870,60801,"Montgomery City & Pike Road Town (North) PUMA, Alabama",76158,73191,"Montgomery City & Pike Road Town (North) PUMA, Alabama",75177,71550,"Montgomery City & Pike Road Town (North) PUMA, Alabama",80320,67556,,,,,,
7950000US0102100,"PUMA 02100, Alabama",54463,43094,"PUMA 02100, Alabama",57488,40784,"Elmore, Autauga, Montgomery (Outer) & Lowndes Counties PUMA; Alabama",64969,63923,"Elmore, Autauga, Montgomery (Outer) & Lowndes Counties PUMA; Alabama",65281,62188,"Elmore, Autauga, Montgomery (Outer) & Lowndes Counties PUMA; Alabama",66195,63652,"Elmore, Autauga, Montgomery (Outer) & Lowndes Counties PUMA; Alabama",65919,70900,"Elmore, Autauga, Montgomery (Outer) & Lowndes Counties PUMA; Alabama",66517,69558,"Elmore, Autauga, Montgomery (Outer) & Lowndes Counties PUMA; Alabama",65090,73828,"Elmore, Autauga, Montgomery (Outer) & Lowndes Counties PUMA; Alabama",66570,70611,"Elmore, Autauga, Montgomery (Outer) & Lowndes Counties PUMA; Alabama",70073,74169,"Elmore, Autauga, Montgomery (Outer) & Lowndes Counties PUMA; Alabama",70676,78488,,,,,,
7950000US0102200,"PUMA 02200, Alabama",73097,56160,"PUMA 02200, Alabama",76344,59302,"Southwest Alabama PUMA, Alabama",53159,44108,"Southwest Alabama PUMA, Alabama",52007,42426,"Southwest Alabama PUMA, Alabama",52263,43957,"Southwest Alabama PUMA, Alabama",51062,43580,"Southwest Alabama PUMA, Alabama",52170,46522,"Southwest Alabama PUMA, Alabama",46156,50023,"Southwest Alabama PUMA, Alabama",50264,49495,"Southwest Alabama PUMA, Alabama",49652,55340,"Southwest Alabama PUMA, Alabama",48427,54259,,,,,,
7950000US0102300,"PUMA 02300, Alabama",80579,53192,"PUMA 02300, Alabama",81439,54461,"Coffee, Covington, Butler & Crenshaw Counties PUMA; Alabama",48008,51283,"Coffee, Covington, Butler & Crenshaw Counties PUMA; Alabama",47753,49493,"Coffee, Covington, Butler & Crenshaw Counties PUMA; Alabama",46989,55931,"Coffee, Covington, Butler & Crenshaw Counties PUMA; Alabama",45959,55261,"Coffee, Covington, Butler & Crenshaw Counties PUMA; Alabama",46766,55985,"Coffee, Covington, Butler & Crenshaw Counties PUMA; Alabama",43566,59805,"Coffee, Covington, Butler & Crenshaw Counties PUMA; Alabama",45016,64672,"Coffee, Covington, Butler & Crenshaw Counties PUMA; Alabama",45611,64141,"Coffee, Covington, Butler & Crenshaw Counties PUMA; Alabama",45946,65002,,,,,,
7950000US0102400,"PUMA 02400, Alabama",68096,64806,"PUMA 02400, Alabama",74460,67452,"Russell, Pike, Barbour, Macon & Bullock Counties PUMA; Alabama",56588,45491,"Russell, Pike, Barbour, Macon & Bullock Counties PUMA; Alabama",55264,46056,"Russell, Pike, Barbour, Macon & Bullock Counties PUMA; Alabama",54886,47048,"Russell, Pike, Barbour, Macon & Bullock Counties PUMA; Alabama",54729,44756,"Russell, Pike, Barbour, Macon & Bullock Counties PUMA; Alabama",54346,52860,"Russell, Pike, Barbour, Macon & Bullock Counties PUMA; Alabama",53655,48765,"Russell, Pike, Barbour, Macon & Bullock Counties PUMA; Alabama",52010,49501,"Russell, Pike, Barbour, Macon & Bullock Counties PUMA; Alabama",57566,57092,"Russell, Pike, Barbour, Macon & Bullock Counties PUMA; Alabama",55967,60803,,,,,,
7950000US0102500,"PUMA 02500, Alabama",45496,48644,"PUMA 02500, Alabama",44584,50497,"Houston, Dale, Geneva & Henry Counties--Dothan City PUMA; Alabama",76825,53250,"Houston, Dale, Geneva & Henry Counties--Dothan City PUMA; Alabama",76743,54424,"Houston, Dale, Geneva & Henry Counties--Dothan City PUMA; Alabama",75136,53549,"Houston, Dale, Geneva & Henry Counties--Dothan City PUMA; Alabama",73327,59589,"Houston, Dale, Geneva & Henry Counties--Dothan City PUMA; Alabama",73446,56448,"Houston, Dale, Geneva & Henry Counties--Dothan City PUMA; Alabama",74202,60226,"Houston, Dale, Geneva & Henry Counties--Dothan City PUMA; Alabama",73824,61597,"Houston, Dale, Geneva & Henry Counties--Dothan City PUMA; Alabama",76835,64631,"Houston, Dale, Geneva & Henry Counties--Dothan City PUMA; Alabama",80955,68357,,,,,,
7950000US0102600,"PUMA 02600, Alabama",60076,51910,"PUMA 02600, Alabama",57846,55648,"Baldwin County PUMA, Alabama",77978,62801,"Baldwin County PUMA, Alabama",70259,65071,"Baldwin County PUMA, Alabama",71307,66013,"Baldwin County PUMA, Alabama",72269,73408,"Baldwin County PUMA, Alabama",76779,74892,"Baldwin County PUMA, Alabama",79120,74963,"Baldwin County PUMA, Alabama",83501,80251,"Baldwin County PUMA, Alabama",82325,81449,"Baldwin County PUMA, Alabama",94105,87234,,,,,,
7950000US0200101,"PUMA 00101, Alaska",46641,80512,"PUMA 00101, Alaska",48124,82291,"Anchorage Municipality (North) PUMA, Alaska",47834,79886,"Anchorage Municipality (North) PUMA, Alaska",45404,91065,"Anchorage Municipality (North) PUMA, Alaska",47471,89491,"Anchorage Municipality (North) PUMA, Alaska",48519,87781,"Anchorage Municipality (North) PUMA, Alaska",44124,93639,"Anchorage Municipality (North) PUMA, Alaska",50512,88384,"Anchorage Municipality (North) PUMA, Alaska",46246,99569,"Anchorage Municipality (North) PUMA, Alaska",48105,96954,"Anchorage Municipality (North) PUMA, Alaska",49861,96828,,,,,,
7950000US0200102,"PUMA 00102, Alaska",58352,100773,"PUMA 00102, Alaska",58527,100291,"Anchorage Municipality (South) PUMA, Alaska",57735,102504,"Anchorage Municipality (South) PUMA, Alaska",58041,106260,"Anchorage Municipality (South) PUMA, Alaska",57212,103256,"Anchorage Municipality (South) PUMA, Alaska",56417,121460,"Anchorage Municipality (South) PUMA, Alaska",61125,115599,"Anchorage Municipality (South) PUMA, Alaska",56861,112163,"Anchorage Municipality (South) PUMA, Alaska",59039,112214,"Anchorage Municipality (South) PUMA, Alaska",57093,119226,"Anchorage Municipality (South) PUMA, Alaska",59723,121655,,,,,,
7950000US0200200,"PUMA 00200, Alaska",53162,77681,"PUMA 00200, Alaska",55461,77598,"Matanuska-Susitna & Kenai Peninsula Boroughs PUMA, Alaska",52541,80446,"Matanuska-Susitna & Kenai Peninsula Boroughs PUMA, Alaska",51953,80321,"Matanuska-Susitna & Kenai Peninsula Boroughs PUMA, Alaska",51989,82838,"Matanuska-Susitna & Kenai Peninsula Boroughs PUMA, Alaska",52579,80640,"Matanuska-Susitna & Kenai Peninsula Boroughs PUMA, Alaska",51694,86882,"Matanuska-Susitna & Kenai Peninsula Boroughs PUMA, Alaska",51344,84850,"Matanuska-Susitna & Kenai Peninsula Boroughs PUMA, Alaska",54592,86281,"Matanuska-Susitna & Kenai Peninsula Boroughs PUMA, Alaska",53879,87686,"Matanuska-Susitna & Kenai Peninsula Boroughs PUMA, Alaska",66244,97978,,,,,,
7950000US0200300,"PUMA 00300, Alaska",66559,73798,"PUMA 00300, Alaska",65128,78827,"Greater Fairbanks, Greater Juneau, Ketchikan Gateway Borough & Road-Connected Alaska PUMA; Alaska",60929,84502,"Greater Fairbanks, Greater Juneau, Ketchikan Gateway Borough & Road-Connected Alaska PUMA; Alaska",58011,85369,"Greater Fairbanks, Greater Juneau, Ketchikan Gateway Borough & Road-Connected Alaska PUMA; Alaska",60012,88608,"Greater Fairbanks, Greater Juneau, Ketchikan Gateway Borough & Road-Connected Alaska PUMA; Alaska",60402,91597,"Greater Fairbanks, Greater Juneau, Ketchikan Gateway Borough & Road-Connected Alaska PUMA; Alaska",58807,86501,"Greater Fairbanks, Greater Juneau, Ketchikan Gateway Borough & Road-Connected Alaska PUMA; Alaska",60248,95262,"Greater Fairbanks, Greater Juneau, Ketchikan Gateway Borough & Road-Connected Alaska PUMA; Alaska",62478,95380,"Greater Fairbanks, Greater Juneau, Ketchikan Gateway Borough & Road-Connected Alaska PUMA; Alaska",61432,99771,"Greater Fairbanks, Greater Juneau, Ketchikan Gateway Borough & Road-Connected Alaska PUMA; Alaska",62564,94331,,,,,,
7950000US0200400,"PUMA 00400, Alaska",29896,67579,"PUMA 00400, Alaska",30090,66623,"Subsistence Alaska PUMA, Alaska",32612,67761,"Subsistence Alaska PUMA, Alaska",32606,73862,"Subsistence Alaska PUMA, Alaska",32975,74701,"Subsistence Alaska PUMA, Alaska",32268,72891,"Subsistence Alaska PUMA, Alaska",32718,73636,"Subsistence Alaska PUMA, Alaska",31776,72352,"Subsistence Alaska PUMA, Alaska",32196,79460,"Subsistence Alaska PUMA, Alaska",31690,79461,"Subsistence Alaska PUMA, Alaska",32919,84634,,,,,,
7950000US0400101,"PUMA 00101, Arizona",72376,51492,"PUMA 00101, Arizona",72547,52369,"Maricopa County--Mesa City (East) PUMA, Arizona",55165,66576,"Maricopa County--Mesa City (East) PUMA, Arizona",57020,70211,"Maricopa County--Mesa City (East) PUMA, Arizona",58693,71890,"Maricopa County--Mesa City (East) PUMA, Arizona",57140,76758,"Maricopa County--Mesa City (East) PUMA, Arizona",59251,82485,"Maricopa County--Mesa City (East) PUMA, Arizona",62911,83447,"Maricopa County--Mesa City (East) PUMA, Arizona",64418,83879,"Maricopa County--Mesa City (East) PUMA, Arizona",67159,95793,"Maricopa County--Mesa City (East) PUMA, Arizona",72967,101241,,,,,,
7950000US0400102,"PUMA 00102, Arizona",50683,70793,"PUMA 00102, Arizona",54160,76158,"Maricopa County--Mesa City (North Central) PUMA, Arizona",50156,65030,"Maricopa County--Mesa City (North Central) PUMA, Arizona",49580,65736,"Maricopa County--Mesa City (North Central) PUMA, Arizona",49846,66989,"Maricopa County--Mesa City (North Central) PUMA, Arizona",50407,70779,"Maricopa County--Mesa City (North Central) PUMA, Arizona",51957,75269,"Maricopa County--Mesa City (North Central) PUMA, Arizona",51496,84223,"Maricopa County--Mesa City (North Central) PUMA, Arizona",53167,87392,"Maricopa County--Mesa City (North Central) PUMA, Arizona",54414,92138,"Maricopa County--Mesa City (North Central) PUMA, Arizona",55797,99916,,,,,,
7950000US0400103,"PUMA 00103, Arizona",81944,71045,"PUMA 00103, Arizona",85829,72616,"Maricopa County--Mesa City (West) PUMA, Arizona",38945,47981,"Maricopa County--Mesa City (West) PUMA, Arizona",39854,49151,"Maricopa County--Mesa City (West) PUMA, Arizona",39248,48713,"Maricopa County--Mesa City (West) PUMA, Arizona",42795,49623,"Maricopa County--Mesa City (West) PUMA, Arizona",42620,59914,"Maricopa County--Mesa City (West) PUMA, Arizona",39794,54477,"Maricopa County--Mesa City (West) PUMA, Arizona",43386,58760,"Maricopa County--Mesa City (West) PUMA, Arizona",42820,68602,"Maricopa County--Mesa City (West) PUMA, Arizona",44955,74139,,,,,,
7950000US0400104,"PUMA 00104, Arizona",78995,78168,"PUMA 00104, Arizona",86590,79718,"Maricopa County--Mesa City (South Central) PUMA, Arizona",44370,53617,"Maricopa County--Mesa City (South Central) PUMA, Arizona",40748,50670,"Maricopa County--Mesa City (South Central) PUMA, Arizona",43871,52362,"Maricopa County--Mesa City (South Central) PUMA, Arizona",43107,60653,"Maricopa County--Mesa City (South Central) PUMA, Arizona",40948,54226,"Maricopa County--Mesa City (South Central) PUMA, Arizona",44045,61355,"Maricopa County--Mesa City (South Central) PUMA, Arizona",45715,60290,"Maricopa County--Mesa City (South Central) PUMA, Arizona",44508,70354,"Maricopa County--Mesa City (South Central) PUMA, Arizona",45475,68681,,,,,,
